CustomerID,TotalPurchaseYTD,MaritalStatus,YearlyIncome,Gender,Education,Ocupation,HomeOwnerFlag,NumberCarsOwned,CommuteDistance,Age,YearsCustomer
19859,-69.99,M,50001-75000,F,Bachelors,Management,TRUE,2,10+ Miles,76,19
16425,1105.1375,M,25001-50000,F,Bachelors,Professional,TRUE,0,0-1 Miles,57,19
26962,543.99,M,0-25000,M,Partial College,Manual,FALSE,0,1-2 Miles,54,19
24215,-11.01,M,0-25000,F,High School,Manual,TRUE,2,0-1 Miles,69,18
15059,-421.98,M,25001-50000,F,Graduate Degree,Clerical,TRUE,0,0-1 Miles,63,21
19753,-4.99,M,0-25000,F,High School,Skilled Manual,FALSE,2,1-2 Miles,74,18
14710,30.01,S,25001-50000,F,High School,Manual,FALSE,1,2-5 Miles,51,18
19530,-1120.49,S,50001-75000,F,Graduate Degree,Professional,TRUE,1,2-5 Miles,55,19
17314,-0.01,S,greater than 100000,F,Graduate Degree,Management,FALSE,3,1-2 Miles,56,18
13846,-1258.28,M,25001-50000,F,Bachelors,Skilled Manual,TRUE,0,0-1 Miles,47,21
21118,-25,S,0-25000,F,High School,Manual,FALSE,1,5-10 Miles,47,19
11241,9263.6618,S,75001-100000,F,Partial College,Professional,TRUE,4,5-10 Miles,65,19
19480,1147.18,M,25001-50000,F,Partial College,Clerical,TRUE,1,0-1 Miles,60,19
15481,1551.99,S,50001-75000,F,Graduate Degree,Professional,TRUE,0,2-5 Miles,51,20
26402,-28.99,S,75001-100000,F,Bachelors,Management,FALSE,3,2-5 Miles,69,19
27815,10.48,M,25001-50000,F,Partial College,Clerical,TRUE,2,0-1 Miles,43,19
12258,-49.99,M,25001-50000,F,Graduate Degree,Clerical,TRUE,0,0-1 Miles,61,18
19301,-435.445,M,0-25000,F,Partial College,Manual,TRUE,1,2-5 Miles,70,20
18465,1066.5,S,25001-50000,F,High School,Skilled Manual,TRUE,2,5-10 Miles,71,21
19986,1079.48,S,25001-50000,F,Bachelors,Skilled Manual,TRUE,0,2-5 Miles,53,19
27595,15.49,M,75001-100000,F,Graduate Degree,Management,TRUE,3,0-1 Miles,56,18
21738,-0.01,M,0-25000,M,Graduate Degree,Clerical,TRUE,0,0-1 Miles,60,18
19488,29.99,S,25001-50000,F,Partial College,Clerical,TRUE,2,0-1 Miles,58,18
17327,27.97,S,50001-75000,F,Bachelors,Professional,FALSE,1,5-10 Miles,59,19
16329,-1616.9,S,0-25000,F,Partial High School,Manual,FALSE,2,1-2 Miles,49,20
16179,65.29,S,75001-100000,F,Bachelors,Professional,TRUE,4,1-2 Miles,54,18
23646,-4,S,75001-100000,F,Bachelors,Professional,TRUE,3,10+ Miles,48,19
17132,-4.99,S,50001-75000,F,Bachelors,Management,TRUE,2,10+ Miles,77,18
12624,245.8936,M,0-25000,F,Partial College,Manual,TRUE,1,2-5 Miles,70,19
21389,518.9775,M,25001-50000,F,High School,Skilled Manual,FALSE,2,1-2 Miles,70,20
13140,26.24,M,25001-50000,F,Bachelors,Management,TRUE,1,5-10 Miles,69,19
26022,337.5,M,75001-100000,F,Graduate Degree,Management,TRUE,0,2-5 Miles,53,20
19238,-69.99,M,25001-50000,F,Graduate Degree,Skilled Manual,TRUE,0,1-2 Miles,50,19
29446,31.69,S,0-25000,F,Graduate Degree,Clerical,FALSE,0,0-1 Miles,85,18
22196,2435.3975,S,75001-100000,M,High School,Skilled Manual,FALSE,2,1-2 Miles,67,20
11891,5,M,50001-75000,F,Graduate Degree,Professional,TRUE,2,0-1 Miles,64,19
13895,160.405,S,50001-75000,F,Graduate Degree,Professional,TRUE,0,2-5 Miles,53,19
20151,556.48,M,0-25000,F,Partial College,Manual,TRUE,1,2-5 Miles,42,20
15155,1573.97,M,50001-75000,F,Graduate Degree,Management,TRUE,2,10+ Miles,81,20
22272,555.82,M,75001-100000,F,Graduate Degree,Professional,TRUE,0,0-1 Miles,53,19
21429,1066.5,M,50001-75000,F,Partial College,Professional,TRUE,2,5-10 Miles,66,18
22156,-69.99,M,25001-50000,F,Partial College,Clerical,FALSE,2,5-10 Miles,74,19
26772,16,M,50001-75000,F,Partial College,Skilled Manual,TRUE,3,5-10 Miles,63,18
13505,48.96,M,0-25000,F,Partial College,Manual,TRUE,0,0-1 Miles,67,19
12789,-1226.31,M,25001-50000,F,Partial College,Clerical,TRUE,1,0-1 Miles,65,20
22746,24.33,M,50001-75000,F,Bachelors,Management,TRUE,2,2-5 Miles,77,19
22168,535.99,M,25001-50000,F,Partial College,Clerical,FALSE,2,1-2 Miles,73,20
17278,734.5,M,75001-100000,F,Bachelors,Professional,TRUE,0,0-1 Miles,53,21
18308,-1120.94,S,50001-75000,F,Partial College,Skilled Manual,TRUE,1,5-10 Miles,66,21
27520,61,S,greater than 100000,M,Bachelors,Management,FALSE,4,0-1 Miles,64,19
21564,5,S,75001-100000,F,Bachelors,Professional,TRUE,4,10+ Miles,51,19
25678,-9.51,S,0-25000,F,Partial High School,Manual,FALSE,2,0-1 Miles,48,18
11220,29.34,M,50001-75000,F,Partial College,Professional,TRUE,1,10+ Miles,72,19
25452,-2384.07,M,25001-50000,F,Bachelors,Clerical,TRUE,0,2-5 Miles,55,18
16033,719.4975,M,0-25000,F,Graduate Degree,Manual,TRUE,0,0-1 Miles,51,20
19062,9.97,M,75001-100000,F,Partial College,Professional,TRUE,2,10+ Miles,70,19
13010,3624.8304,M,50001-75000,F,Bachelors,Professional,TRUE,2,5-10 Miles,57,20
24963,-32.6,M,25001-50000,F,High School,Professional,TRUE,2,10+ Miles,75,19
27009,505,S,25001-50000,F,Partial College,Clerical,FALSE,2,0-1 Miles,51,18
25245,-51,S,25001-50000,M,Partial College,Clerical,FALSE,2,0-1 Miles,86,19
20863,2408.36,M,25001-50000,F,Graduate Degree,Clerical,TRUE,0,0-1 Miles,53,20
26135,366.48,M,75001-100000,F,Bachelors,Professional,TRUE,0,1-2 Miles,56,20
25221,134.035,S,50001-75000,F,Partial College,Skilled Manual,TRUE,1,5-10 Miles,61,19
19087,26.31,M,75001-100000,F,Bachelors,Professional,TRUE,2,10+ Miles,47,19
22323,-2443.35,S,25001-50000,F,Partial College,Clerical,TRUE,1,1-2 Miles,51,19
21843,4,S,greater than 100000,F,Bachelors,Management,TRUE,4,10+ Miles,76,19
23643,-4.99,S,50001-75000,F,Bachelors,Professional,FALSE,3,10+ Miles,48,19
11481,819.8736,M,25001-50000,F,Bachelors,Skilled Manual,TRUE,0,1-2 Miles,49,20
20832,918,S,25001-50000,M,Graduate Degree,Clerical,TRUE,0,0-1 Miles,61,20
17223,-21.98,M,75001-100000,M,High School,Management,TRUE,4,10+ Miles,74,18
22816,2322.96,M,greater than 100000,F,Bachelors,Management,TRUE,4,10+ Miles,76,18
26924,-217.52,S,0-25000,F,Partial College,Manual,FALSE,0,0-1 Miles,45,19
27484,-782.99,S,0-25000,F,Partial High School,Clerical,TRUE,2,5-10 Miles,73,19
20583,-0.01,M,75001-100000,F,High School,Professional,TRUE,2,10+ Miles,71,19
22002,-61,M,25001-50000,F,Partial College,Clerical,FALSE,2,0-1 Miles,86,18
15153,-19,M,greater than 100000,F,Partial High School,Professional,FALSE,4,10+ Miles,51,19
28621,-3578.27,M,25001-50000,F,Partial College,Clerical,TRUE,1,1-2 Miles,64,21
17043,1711.49,M,50001-75000,F,Bachelors,Professional,TRUE,1,2-5 Miles,64,19
25100,-2443.35,M,50001-75000,F,Partial College,Skilled Manual,TRUE,1,2-5 Miles,63,20
23222,505,S,25001-50000,F,High School,Manual,TRUE,1,2-5 Miles,49,18
13684,-30,S,0-25000,M,Partial High School,Manual,FALSE,2,1-2 Miles,50,18
23632,-155.01,S,greater than 100000,F,High School,Management,FALSE,3,10+ Miles,73,19
12486,1524.7236,S,0-25000,F,High School,Manual,TRUE,0,0-1 Miles,59,20
16930,14.03,S,0-25000,F,High School,Skilled Manual,TRUE,2,5-10 Miles,75,19
16335,16.98,S,25001-50000,F,Partial College,Skilled Manual,TRUE,2,5-10 Miles,45,18
15751,248.5708,S,75001-100000,F,High School,Skilled Manual,TRUE,2,5-10 Miles,67,19
13813,5,M,25001-50000,F,Partial College,Clerical,FALSE,0,0-1 Miles,59,19
12774,-1268.3,M,25001-50000,F,Partial College,Clerical,TRUE,1,1-2 Miles,67,20
23804,1.6,M,25001-50000,F,High School,Skilled Manual,TRUE,2,1-2 Miles,64,19
19495,-31,S,0-25000,M,High School,Manual,TRUE,2,0-1 Miles,43,19
12033,2262.98,S,25001-50000,F,High School,Skilled Manual,FALSE,2,0-1 Miles,43,20
24463,-480.575,M,75001-100000,F,Graduate Degree,Management,TRUE,1,1-2 Miles,92,19
19788,2408.36,S,75001-100000,F,High School,Skilled Manual,FALSE,2,1-2 Miles,66,20
16533,2393.8275,M,0-25000,F,Partial College,Manual,TRUE,0,1-2 Miles,61,19
19697,-539.99,S,greater than 100000,F,High School,Professional,TRUE,4,5-10 Miles,60,19
17541,-4.99,M,25001-50000,F,High School,Skilled Manual,TRUE,2,2-5 Miles,60,19
11017,2273.01,S,0-25000,F,High School,Skilled Manual,TRUE,2,5-10 Miles,78,21
25239,2.7,M,50001-75000,F,Partial College,Skilled Manual,TRUE,2,0-1 Miles,60,18
18444,17.5,S,0-25000,F,High School,Skilled Manual,TRUE,2,5-10 Miles,75,18
17281,25,S,50001-75000,M,Bachelors,Professional,FALSE,1,0-1 Miles,54,18
15491,2388.49,S,50001-75000,F,Bachelors,Skilled Manual,TRUE,1,2-5 Miles,54,20
11250,3623.3,M,greater than 100000,F,High School,Professional,TRUE,2,5-10 Miles,67,21
12001,4685.05,S,75001-100000,F,Bachelors,Professional,TRUE,4,1-2 Miles,57,20
11515,-1261.3,M,25001-50000,F,High School,Clerical,TRUE,1,2-5 Miles,68,20
15268,-769.4896,S,50001-75000,F,Graduate Degree,Management,TRUE,1,5-10 Miles,80,19
26879,-32.5,S,0-25000,F,High School,Manual,FALSE,1,2-5 Miles,46,18
14716,-1741.02,S,25001-50000,F,Partial College,Clerical,TRUE,1,0-1 Miles,51,20
14292,1316.535,S,50001-75000,F,Partial High School,Skilled Manual,TRUE,2,5-10 Miles,65,20
21981,-32.01,M,50001-75000,F,Bachelors,Professional,TRUE,1,5-10 Miles,61,18
12319,25.5,M,75001-100000,F,High School,Professional,TRUE,2,10+ Miles,70,19
27136,-1205.86,M,0-25000,F,High School,Manual,TRUE,1,0-1 Miles,54,18
19807,-4,M,greater than 100000,F,Bachelors,Management,TRUE,1,2-5 Miles,63,19
25750,543.99,S,25001-50000,M,Graduate Degree,Clerical,TRUE,0,0-1 Miles,53,19
12007,3518.82,M,50001-75000,F,Partial College,Skilled Manual,TRUE,1,5-10 Miles,61,20
21866,-4.99,M,75001-100000,F,Partial High School,Skilled Manual,FALSE,2,5-10 Miles,76,18
14475,2.7,M,50001-75000,F,High School,Professional,FALSE,2,5-10 Miles,67,19
27571,312.6508,M,75001-100000,F,Graduate Degree,Professional,TRUE,0,0-1 Miles,63,19
11378,258.5608,S,0-25000,F,High School,Manual,FALSE,1,2-5 Miles,62,19
27552,-2071.4192,S,50001-75000,F,Graduate Degree,Professional,FALSE,1,2-5 Miles,56,19
17801,17.95,S,0-25000,F,High School,Manual,TRUE,1,0-1 Miles,57,18
14678,13.98,M,75001-100000,F,Graduate Degree,Management,TRUE,3,0-1 Miles,56,19
19438,3514.8318,M,25001-50000,F,Graduate Degree,Clerical,TRUE,0,0-1 Miles,53,20
23547,1085.5,S,25001-50000,M,Bachelors,Management,TRUE,1,5-10 Miles,69,20
26156,61,M,50001-75000,F,Partial College,Skilled Manual,TRUE,2,5-10 Miles,60,19
24338,535.99,S,25001-50000,F,High School,Skilled Manual,TRUE,3,10+ Miles,61,18
20923,738.84,M,25001-50000,F,Bachelors,Skilled Manual,TRUE,0,0-1 Miles,59,19
18542,16,M,75001-100000,M,Bachelors,Management,TRUE,2,5-10 Miles,79,19
11422,226.32,M,greater than 100000,M,Bachelors,Management,TRUE,3,5-10 Miles,76,21
27974,535.99,S,greater than 100000,M,High School,Management,TRUE,4,0-1 Miles,49,18
22204,37.7,M,greater than 100000,M,Bachelors,Management,TRUE,3,2-5 Miles,64,19
23481,-29.99,S,75001-100000,M,Partial College,Professional,TRUE,2,2-5 Miles,59,19
17240,-2773.8,M,greater than 100000,M,Partial College,Management,FALSE,3,10+ Miles,49,21
24089,1726.99,M,25001-50000,M,Bachelors,Professional,TRUE,0,0-1 Miles,56,19
16345,-3008.29,M,25001-50000,M,Partial College,Skilled Manual,TRUE,2,5-10 Miles,69,21
26846,-20.5,M,0-25000,M,High School,Manual,TRUE,2,0-1 Miles,58,18
16484,-2983.3,M,25001-50000,M,Partial College,Clerical,FALSE,2,5-10 Miles,73,21
23060,16.95,M,25001-50000,F,Partial College,Professional,TRUE,2,5-10 Miles,70,19
18484,2444.95,S,75001-100000,M,High School,Skilled Manual,FALSE,2,1-2 Miles,67,21
23965,-31,S,0-25000,M,Graduate Degree,Manual,FALSE,0,0-1 Miles,60,19
28569,-928.6064,M,25001-50000,M,Partial College,Clerical,TRUE,1,1-2 Miles,51,20
26588,1085.5,M,50001-75000,M,High School,Skilled Manual,TRUE,2,5-10 Miles,65,20
26684,2349.0818,M,greater than 100000,M,Bachelors,Management,TRUE,3,2-5 Miles,57,20
16323,-24.99,S,25001-50000,M,Partial College,Clerical,TRUE,1,2-5 Miles,47,19
18786,20,S,greater than 100000,M,Bachelors,Management,FALSE,4,1-2 Miles,55,19
11895,1329.07,M,75001-100000,M,Graduate Degree,Management,TRUE,0,0-1 Miles,53,20
27340,563.18,S,75001-100000,M,Bachelors,Professional,TRUE,2,10+ Miles,46,19
17910,-3578.27,M,0-25000,M,High School,Manual,TRUE,2,0-1 Miles,45,21
26417,1.7,S,greater than 100000,M,High School,Management,FALSE,4,10+ Miles,74,19
14637,-30,M,25001-50000,M,High School,Skilled Manual,FALSE,3,0-1 Miles,62,18
12337,4718.05,S,50001-75000,M,Bachelors,Professional,FALSE,2,5-10 Miles,47,20
20568,21,M,75001-100000,M,Partial College,Professional,FALSE,2,2-5 Miles,76,19
14535,45.5,S,0-25000,M,Graduate Degree,Clerical,TRUE,0,0-1 Miles,61,19
23048,2.48,M,25001-50000,F,Partial College,Professional,TRUE,2,5-10 Miles,86,19
18458,1085.5,S,25001-50000,M,Partial College,Clerical,TRUE,2,5-10 Miles,72,21
22149,16,M,0-25000,M,High School,Skilled Manual,TRUE,2,5-10 Miles,75,18
25321,1666,S,25001-50000,M,Partial College,Clerical,TRUE,0,1-2 Miles,52,18
13992,-200.955,S,50001-75000,M,Partial College,Skilled Manual,FALSE,2,1-2 Miles,44,20
24048,1066.5,M,0-25000,M,Partial College,Manual,TRUE,0,2-5 Miles,54,19
25803,12.5,M,greater than 100000,M,High School,Management,TRUE,3,10+ Miles,73,19
17642,9.98,S,0-25000,M,Partial High School,Manual,FALSE,2,1-2 Miles,51,19
21822,-564.99,S,greater than 100000,M,Bachelors,Management,FALSE,3,0-1 Miles,65,19
16244,2299.99,M,75001-100000,M,Graduate Degree,Skilled Manual,TRUE,0,1-2 Miles,64,18
20614,-1125.93,S,greater than 100000,M,Partial College,Management,TRUE,3,10+ Miles,49,20
25161,2330.08,M,greater than 100000,F,Bachelors,Management,TRUE,3,0-1 Miles,58,19
16342,86.46,M,25001-50000,M,High School,Skilled Manual,FALSE,2,1-2 Miles,71,18
20880,1666,S,0-25000,F,High School,Manual,TRUE,1,0-1 Miles,55,20
